Time_s,rpm,speed_kph,throttle_pos,engine_load,coolant_temp_C,coolant_pressure_PSI,intake_air_temp_C
1429,3119.02,91.78,18.37,29.53,82.82,15.01,30.0
1430,3134.94,91.95,18.6,29.17,82.84,15.06,30.01
1431,3147.43,92.15,18.61,30.82,82.84,14.91,30.11
1432,3162.57,92.16,19.66,30.21,82.83,15.0,30.02
1433,3169.86,92.24,20.5,31.82,82.82,14.99,30.05
1434,3146.06,92.25,20.46,30.85,82.82,15.01,30.0
1435,3116.5,92.3,20.34,30.6,82.87,15.08,30.02
1436,3097.13,92.4,19.41,29.23,82.89,15.06,30.03
1437,3111.93,92.46,20.31,29.26,82.92,15.0,29.98
1438,3066.16,92.59,20.28,29.66,82.91,14.95,29.96
1439,3069.92,92.38,20.7,29.81,82.94,14.94,29.93
1440,3068.89,92.51,21.61,31.43,82.96,14.97,29.98
1441,3097.88,92.59,21.01,32.56,82.98,15.03,30.14
1442,3095.61,92.46,20.22,31.57,82.98,15.0,30.04
1443,3089.79,92.64,22.24,33.52,83.0,15.03,29.93
1444,3117.97,92.49,22.46,32.58,83.0,15.04,29.97
1445,3114.54,92.59,22.02,32.43,83.02,14.99,29.95
1446,3108.19,92.48,22.78,32.38,83.03,14.96,30.02
1447,3097.96,92.53,22.25,32.21,83.02,14.97,30.12
1448,3105.21,92.71,22.35,34.28,83.02,14.95,30.07
1449,3099.57,92.89,21.73,33.29,83.07,14.91,30.02
1450,3094.71,92.9,21.53,31.93,83.05,14.92,30.01
1451,3126.51,93.06,21.22,31.93,83.08,14.85,30.15
1452,3125.99,93.07,20.49,31.07,83.1,14.88,30.14
1453,3115.96,93.17,20.66,30.58,83.11,14.89,30.02
1454,3096.11,93.16,20.07,29.79,83.11,14.94,29.97
1455,3102.28,93.0,20.5,29.19,83.09,14.8,29.98
1456,3091.82,92.83,20.19,28.41,83.12,14.84,29.97
1457,3085.86,92.74,18.77,27.44,83.11,14.93,29.85
1458,3070.56,92.56,19.36,28.32,83.06,14.83,29.97
1459,3077.91,92.42,19.91,28.62,83.07,14.88,30.05
1460,3054.28,92.27,21.69,29.23,83.06,14.94,30.06
1461,3068.31,92.37,21.55,30.41,83.06,14.86,30.06
1462,3061.24,92.33,21.51,29.37,83.05,14.85,30.05
1463,3080.53,92.37,21.73,28.43,83.04,14.81,30.12
1464,3092.66,92.31,22.35,27.92,83.05,14.96,30.21
1465,3096.22,92.45,22.92,29.05,83.06,14.88,29.99
1466,3114.93,92.67,22.97,29.89,83.1,14.97,29.93
1467,3145.37,92.68,22.63,29.31,83.1,14.97,29.94
1468,3166.59,92.8,23.07,30.26,83.11,15.01,29.86
1469,3133.64,92.88,22.72,30.73,83.12,15.06,29.81
1470,3118.46,92.81,21.4,30.06,83.14,14.95,29.88
1471,3106.72,92.63,20.03,28.54,83.13,14.98,29.93
1472,3119.48,92.81,19.86,27.89,83.13,15.01,30.06
1473,3107.46,92.83,19.96,26.48,83.13,14.97,30.08
1474,3096.46,92.73,21.92,27.46,83.12,15.03,30.06
1475,3083.71,92.84,21.66,28.5,83.15,15.03,30.04
1476,3093.06,92.78,21.51,28.02,83.17,14.95,29.87
1477,3107.7,92.76,21.01,28.22,83.15,15.06,29.8
1478,3082.79,92.52,21.38,29.41,83.16,15.03,29.67
1479,3074.82,92.44,21.44,29.52,83.2,15.05,29.76
1480,3040.19,92.47,20.77,29.67,83.19,14.93,29.8
1481,2999.4,92.33,19.85,30.21,83.22,14.99,29.89
1482,3021.1,92.26,19.51,28.85,83.23,14.98,30.02
1483,3036.2,92.2,18.85,30.01,83.25,14.99,30.03
1484,3046.55,92.23,18.76,28.31,83.27,15.12,30.25
1485,3083.78,92.2,18.97,27.92,83.28,15.0,30.24
1486,3050.76,92.17,18.64,27.4,83.3,15.17,30.15
1487,3014.12,92.12,19.9,26.69,83.3,14.96,30.06
1488,3001.98,92.22,20.86,27.73,83.28,15.03,30.04
1489,2971.17,92.15,20.55,27.09,83.29,15.01,30.1
1490,2974.38,92.19,19.71,27.8,83.3,15.05,29.99
1491,3001.42,92.28,19.73,28.96,83.3,15.06,29.97
1492,3018.78,92.16,19.62,28.68,83.26,14.97,29.94
1493,3049.27,92.38,19.69,31.14,83.28,14.99,29.87
1494,3062.24,92.28,19.37,30.25,83.27,14.93,29.93
1495,3057.45,92.18,18.56,29.68,83.26,14.94,29.95
1496,3051.04,92.23,18.72,30.1,83.25,14.99,30.06
1497,3064.45,92.16,18.54,29.36,83.22,15.03,29.99
1498,3037.7,92.43,18.58,30.05,83.24,15.0,30.12
1499,2981.66,92.47,18.79,28.92,83.28,14.97,29.95
1500,3004.79,92.61,18.9,28.69,83.28,14.98,29.82
1501,3021.27,92.45,19.04,27.94,83.3,15.0,29.69
1502,3061.73,92.3,18.79,26.47,83.31,15.0,29.75
1503,3079.28,92.21,19.17,27.0,83.32,15.07,29.87
1504,3086.11,92.05,18.64,26.51,83.32,15.13,29.81
1505,3079.35,92.03,17.87,26.86,83.34,15.02,29.79
1506,3063.84,92.18,17.41,27.56,83.32,15.03,29.71
1507,3060.72,92.13,17.09,26.65,83.33,15.03,29.76
1508,3082.16,92.03,16.32,26.68,83.36,15.07,29.79
1509,3090.69,92.03,15.3,26.06,83.38,15.1,29.76
1510,3106.97,91.8,16.13,26.21,83.39,15.07,29.65
1511,3104.58,91.68,17.5,26.51,83.39,15.0,29.63
1512,3082.67,91.71,18.17,26.99,83.39,14.95,29.78
1513,3104.74,91.71,17.92,26.62,83.39,14.96,29.72
1514,3121.99,91.77,16.75,27.15,83.37,15.08,29.61
1515,3119.29,91.73,17.18,25.87,83.38,14.98,29.73
1516,3123.91,91.68,16.14,24.65,83.41,15.06,29.66
1517,3127.13,91.75,16.45,26.9,83.42,15.11,29.83
1518,3110.61,91.79,16.15,26.48,83.43,15.05,29.95
1519,3099.27,91.58,14.66,25.05,83.45,15.07,29.88
1520,3076.3,91.41,16.34,25.8,83.41,15.02,29.71
1521,3069.98,91.67,15.79,28.0,83.41,15.02,29.81
1522,3090.59,91.73,15.91,27.51,83.41,15.1,29.84
1523,3104.76,91.72,16.18,26.94,83.39,15.11,29.8
1524,3110.97,91.58,16.14,26.73,83.4,15.01,29.86
1525,3124.42,91.53,16.85,26.99,83.37,15.02,29.96
1526,3109.43,91.5,16.53,27.21,83.39,14.93,30.11
1527,3081.03,91.68,17.23,28.61,83.4,14.99,30.03
1528,3077.26,91.81,17.79,28.04,83.4,14.96,29.98
1529,3075.64,91.9,16.92,27.27,83.42,14.98,29.89
1530,3089.34,91.88,17.38,26.94,83.43,14.97,29.97
1531,3098.52,92.08,16.86,29.31,83.45,15.0,29.97
1532,3116.19,92.05,16.21,27.89,83.46,15.0,30.02
1533,3071.1,92.02,16.79,30.44,83.45,14.88,29.96
1534,3056.23,92.02,16.75,30.13,83.49,15.03,30.01
1535,3058.16,92.18,17.42,30.04,83.52,14.96,29.89
1536,3071.41,92.19,17.95,29.64,83.53,15.03,29.98
1537,3114.87,92.16,16.98,30.24,83.54,14.99,30.05
1538,3091.73,92.23,17.88,31.2,83.56,15.06,29.96
1539,3076.98,92.2,18.28,30.96,83.59,14.92,30.06
1540,3069.54,92.13,17.95,30.45,83.64,14.95,30.08
1541,3056.57,92.11,18.01,30.16,83.63,14.95,30.1
1542,3043.52,92.35,18.92,30.2,83.66,14.88,29.97
1543,3051.18,92.46,18.8,30.11,83.67,15.02,29.85
1544,3077.01,92.43,20.58,30.02,83.65,15.09,29.83
1545,3082.45,92.41,21.69,31.37,83.67,15.1,29.64
1546,3067.41,92.37,21.58,30.87,83.7,15.19,29.71
1547,3068.04,92.52,21.29,31.7,83.73,15.07,29.71
1548,3052.29,92.7,21.08,32.66,83.74,15.03,29.73
1549,3078.5,92.6,20.47,32.39,83.75,15.08,29.56
1550,3110.75,92.51,20.49,33.05,83.77,15.16,29.36
1551,3077.7,92.53,20.98,31.71,83.79,15.19,29.35
1552,3084.36,92.31,19.77,30.15,83.82,15.16,29.51
1553,3069.41,92.1,20.27,30.8,83.85,15.13,29.44
1554,3073.72,92.18,21.0,31.09,83.85,15.22,29.48
1555,3068.12,90.27,21.29,30.56,83.85,15.17,29.42
1556,3034.21,89.13,20.98,30.35,83.85,15.07,29.41
1557,3052.83,88.26,21.2,30.64,83.86,15.18,29.55
1558,3038.75,87.29,22.01,30.01,83.84,15.15,29.55
1559,3017.57,86.56,21.63,30.5,83.88,15.09,29.49
1560,3003.87,84.51,21.32,29.73,83.88,15.18,29.6
1561,2966.11,82.59,22.7,30.35,83.88,15.06,29.61
1562,2944.33,81.82,22.47,29.92,83.88,15.1,29.68
1563,2887.97,80.65,21.19,30.48,83.87,14.97,29.58
1564,2821.59,78.56,21.5,31.06,83.87,14.89,29.67
1565,2787.29,77.31,21.39,32.14,83.88,14.87,29.67
1566,2763.75,76.66,20.43,32.56,83.92,14.92,29.67
1567,2714.53,75.51,19.19,31.32,83.94,14.85,29.68
1568,2760.77,74.38,19.12,30.7,83.94,14.93,29.66
1569,2793.44,72.82,18.8,29.49,83.93,14.92,29.6
1570,2823.76,71.14,17.53,29.0,83.97,14.97,29.57
1571,2854.97,69.13,17.28,28.68,83.98,14.91,29.64
1572,2900.95,68.42,17.0,28.51,83.99,14.94,29.63
1573,2911.06,67.45,16.8,27.62,83.98,14.9,29.5
1574,2885.74,66.07,17.03,27.63,83.99,14.9,29.31
1575,2887.96,64.13,15.41,26.44,83.99,14.91,29.13
1576,2907.5,64.85,14.84,30.27,84.03,14.92,29.19
1577,2877.8,65.71,14.92,31.16,84.04,14.95,29.14
1578,2855.23,66.13,16.22,28.82,84.06,15.01,29.1
1579,2832.13,66.84,18.38,30.26,84.04,14.84,29.13
1580,2834.88,68.15,18.76,33.6,84.05,14.88,29.18
1581,2860.65,69.21,19.03,32.87,84.06,14.87,29.22
1582,2909.42,70.29,17.3,32.7,84.07,14.99,29.26
1583,2943.76,71.09,18.31,30.25,84.05,15.0,29.02
1584,2967.61,72.01,18.92,31.99,84.04,14.87,29.0
1585,2986.15,73.04,19.41,33.14,84.04,14.93,29.0
1586,3013.11,74.01,18.62,31.94,84.06,14.95,29.07
1587,2975.72,75.41,20.72,34.94,84.04,14.87,29.26
1588,2963.76,76.34,22.03,32.95,84.07,14.84,29.11
1589,2929.86,77.21,22.21,31.09,84.11,14.83,29.07
1590,2910.85,78.55,23.19,34.94,84.1,14.8,28.9
1591,2885.88,80.01,23.4,36.63,84.16,14.81,29.0
1592,2879.26,81.32,24.15,36.98,84.17,14.88,29.09
1593,2869.23,82.34,23.0,35.77,84.18,14.88,29.1
1594,2845.13,83.46,21.26,35.13,84.2,14.81,29.13
1595,2868.59,84.47,20.46,35.19,84.22,14.86,29.27
1596,2905.08,85.61,20.19,36.35,84.24,14.83,29.39
1597,2909.85,86.67,20.06,35.32,84.23,14.86,29.49
1598,2924.05,87.4,20.67,34.1,84.23,14.89,29.58
1599,2949.25,88.08,20.63,34.23,84.25,14.89,29.51
1600,2953.53,88.79,20.81,35.73,84.27,14.81,29.57
1601,2965.25,89.26,19.93,34.85,84.31,14.87,29.68
1602,2968.75,89.75,19.09,34.06,84.31,14.85,29.7
1603,2966.94,90.26,19.41,34.45,84.32,14.85,29.61
1604,2988.59,90.8,19.25,34.89,84.32,14.82,29.69
1605,3008.07,91.04,19.39,33.26,84.35,14.9,29.87
1606,3033.55,91.09,19.86,32.13,84.35,14.87,29.81
1607,3037.39,91.04,21.14,33.48,84.35,14.87,29.79
1608,3017.27,91.19,21.03,33.61,84.36,14.85,29.8
1609,3047.12,91.43,22.45,35.93,84.34,14.93,29.82
1610,3036.48,91.49,22.52,33.59,84.36,14.9,29.77
1611,3027.53,91.65,22.86,33.89,84.37,14.88,29.92
1612,3024.89,91.83,23.46,34.65,84.43,14.83,29.94
1613,2998.72,91.91,23.7,33.19,84.43,14.81,29.97
1614,3006.92,92.12,22.76,33.06,84.43,14.78,30.08
1615,3030.76,92.07,23.31,32.45,84.46,14.74,30.05
1616,3030.47,92.13,22.68,31.27,84.48,14.81,30.12
1617,3066.23,92.3,22.71,32.95,84.51,14.81,29.94
1618,3100.74,93.63,23.2,41.47,84.52,14.79,29.92
1619,3125.3,94.22,24.1,38.58,84.51,14.94,29.76
1620,3094.23,95.38,24.6,42.19,84.57,14.98,29.84
1621,3138.48,96.61,23.69,42.16,84.6,14.97,29.86
1622,3147.15,97.52,25.5,40.59,84.62,14.97,29.86
1623,3195.81,98.3,26.09,40.49,84.64,14.98,29.88
1624,3194.51,98.95,25.44,39.46,84.63,15.01,29.94
1625,3203.39,99.27,24.23,36.7,84.64,15.05,29.88
1626,3140.98,100.21,25.15,41.68,84.63,15.1,29.81
1627,3067.17,100.67,24.16,37.8,84.65,15.02,29.91
1628,2990.39,101.08,24.7,38.28,84.63,14.99,29.77
1629,2909.25,101.46,25.4,37.93,84.66,14.88,29.86
1630,2946.32,101.8,24.64,37.44,84.69,15.02,29.67
1631,2887.47,102.38,24.02,38.62,84.72,14.97,29.63
1632,2838.92,103.3,23.86,40.71,84.74,14.97,29.53
1633,2842.23,103.78,23.08,37.46,84.76,14.9,29.66
1634,2806.35,104.2,23.34,37.31,84.76,14.97,29.57
1635,2772.02,104.4,23.58,36.31,84.78,14.91,29.47
1636,2717.41,104.56,24.06,36.96,84.78,14.9,29.42
1637,2733.67,104.81,23.29,37.07,84.76,14.91,29.43
1638,2715.81,102.93,23.79,34.65,84.76,14.88,29.31
1639,2732.34,102.2,22.76,33.54,84.78,14.91,29.36
1640,2727.5,100.28,23.26,35.09,84.77,14.89,29.14
1641,2801.2,99.36,21.83,33.13,84.75,14.88,29.09
1642,2851.01,98.21,22.97,32.64,84.76,15.04,28.97
1643,2894.62,97.3,22.31,32.42,84.73,15.07,29.08
1644,2916.75,96.26,22.6,31.99,84.75,15.01,29.15
1645,2934.87,95.34,22.9,32.65,84.77,14.87,29.26
1646,2942.25,94.71,21.6,32.58,84.79,15.05,29.25
1647,2998.52,93.98,22.11,32.45,84.81,14.96,29.09
1648,3007.35,93.47,21.45,33.21,84.8,15.04,29.14
1649,2975.9,92.98,21.04,31.9,84.79,14.99,29.25
1650,2997.92,92.72,20.37,31.09,84.8,15.09,29.35
1651,2994.75,92.29,21.6,32.62,84.83,15.03,29.44
1652,3006.04,92.05,20.47,31.13,84.81,15.07,29.36
1653,3010.9,91.9,20.73,31.45,84.8,14.99,29.31
1654,3049.92,91.83,20.12,32.48,84.81,15.05,29.47
1655,3046.62,91.83,20.94,30.73,84.82,15.07,29.3
1656,3067.77,91.69,22.66,31.23,84.84,15.08,29.22
1657,3083.96,91.73,21.87,31.96,84.86,15.03,29.25
1658,3056.02,91.59,21.75,31.32,84.87,15.03,29.25
1659,3062.75,91.62,21.24,31.38,84.9,15.03,29.16
1660,3050.07,91.68,21.93,31.87,84.9,15.05,29.39
1661,3029.93,91.68,21.5,31.51,84.9,15.03,29.39
1662,3013.08,91.81,22.1,31.78,84.93,15.08,29.36
1663,3038.64,91.77,21.53,31.49,84.95,15.06,29.33
1664,3097.87,91.8,23.15,32.68,84.98,15.16,29.56
1665,3079.88,91.81,21.05,30.86,84.98,15.17,29.54
1666,3084.62,91.79,21.21,30.52,84.99,15.22,29.67
1667,3090.65,91.81,21.05,29.59,84.98,15.22,29.74
1668,3079.06,91.81,20.87,29.68,85.01,15.05,29.71
1669,3107.69,91.79,20.97,30.26,85.0,15.13,29.64
1670,3148.44,91.82,20.89,30.79,84.97,15.07,29.76
1671,3128.2,91.87,20.97,31.34,84.97,15.23,29.82
1672,3157.55,91.94,21.2,31.8,84.97,15.16,29.66
1673,3138.27,92.07,22.51,33.12,84.93,15.18,29.72
1674,3112.88,92.23,20.09,32.2,84.93,15.12,29.7
1675,3108.53,92.43,21.63,33.47,84.95,15.11,29.55
1676,3125.12,92.34,23.49,32.06,84.97,15.11,29.61
1677,3120.43,92.58,21.83,31.85,84.98,15.03,29.51
1678,3130.17,91.7,21.64,30.45,85.02,15.05,29.45
1679,3122.29,89.81,22.5,31.12,85.01,15.07,29.38
1680,3132.02,88.03,22.88,30.96,85.0,15.06,29.29
1681,3121.26,87.12,23.82,31.69,85.02,15.05,29.25
1682,3126.88,85.66,23.59,31.72,85.04,15.03,29.16
1683,3078.96,84.35,21.44,29.04,85.02,14.94,29.34
1684,3048.19,83.65,22.16,30.91,85.03,14.92,29.37
1685,3019.6,81.9,22.25,29.69,85.04,14.92,29.55
1686,2981.82,83.02,23.56,36.17,85.06,14.98,29.52
1687,2946.84,83.43,22.0,32.18,85.08,15.05,29.48
1688,2947.35,84.44,21.17,35.54,85.08,15.03,29.63
1689,2955.92,85.16,21.27,33.44,85.07,15.04,29.61
1690,2957.85,86.66,22.84,38.6,85.06,14.98,29.57
1691,2981.91,87.57,24.18,35.15,85.09,15.15,29.58
1692,2962.04,88.35,23.48,33.67,85.12,15.09,29.42
1693,2962.74,89.48,23.29,36.48,85.13,15.05,29.47
1694,2951.32,90.38,25.65,35.85,85.16,15.16,29.47
1695,2969.3,90.91,24.85,32.69,85.17,15.22,29.59
1696,2993.56,91.37,25.09,32.21,85.17,15.16,29.65
1697,3032.29,91.6,24.29,30.77,85.15,15.23,29.84
1698,3016.32,91.81,24.31,30.23,85.16,15.19,29.76
1699,3034.12,92.1,23.3,30.45,85.18,15.24,29.68
1700,3071.32,92.31,22.37,30.24,85.21,15.31,29.82
1701,3055.02,92.38,21.84,28.98,85.24,15.35,29.66
1702,3036.13,92.43,21.22,28.07,85.25,15.27,29.53
1703,3015.14,92.52,20.87,27.84,85.29,15.31,29.5
1704,3038.63,92.43,21.18,28.76,85.28,15.3,29.64
1705,3032.7,92.5,22.58,31.45,85.31,15.27,29.72
1706,3051.19,92.44,21.82,30.88,85.32,15.29,29.78
1707,3052.89,92.37,20.82,31.06,85.33,15.2,29.61
1708,3093.84,92.12,20.71,30.48,85.31,15.31,29.59
1709,3109.04,92.14,19.93,29.96,85.33,15.31,29.43
1710,3090.31,92.22,18.63,30.12,85.35,15.34,29.47
1711,3084.45,92.25,19.61,28.56,85.32,15.29,29.26
1712,3101.27,92.28,19.69,29.31,85.34,15.24,29.18
1713,3078.54,92.2,19.84,28.8,85.31,15.24,29.23
1714,3103.49,92.24,18.3,27.91,85.29,15.2,29.29
1715,3096.34,92.21,17.97,27.96,85.29,15.2,29.28
1716,3110.96,92.19,17.01,28.86,85.33,15.22,29.31
1717,3103.19,92.06,17.25,28.74,85.33,15.21,29.34
1718,3084.14,90.33,17.57,28.88,85.35,15.13,29.35
1719,3059.69,88.95,17.83,29.12,85.34,15.16,29.21
1720,3080.81,87.21,17.4,29.07,85.34,15.16,29.3
1721,3054.39,86.0,16.84,27.89,85.35,15.19,29.3
1722,3091.89,83.92,16.83,28.07,85.38,15.15,29.36
1723,3059.5,81.98,17.22,28.06,85.38,15.16,29.45
1724,3006.68,80.66,16.81,25.56,85.37,15.18,29.39
1725,2941.01,79.23,16.13,25.66,85.39,15.21,29.45
1726,2936.7,78.23,15.53,24.32,85.39,15.23,29.42
1727,2901.64,77.44,15.16,24.23,85.4,15.26,29.36
1728,2887.87,76.39,14.98,25.27,85.41,15.26,29.34
1729,2902.14,75.34,14.29,24.86,85.41,15.31,29.28
1730,2942.15,73.51,14.15,24.12,85.37,15.36,29.36
1731,2961.71,71.42,15.34,24.99,85.4,15.42,29.24
1732,2991.86,70.35,15.17,26.07,85.41,15.27,29.15
1733,3001.63,68.55,14.22,24.78,85.39,15.38,29.08
1734,2963.64,67.46,12.54,22.19,85.41,15.34,29.21
1735,2976.05,65.84,14.28,23.8,85.45,15.33,29.34
1736,2952.88,64.28,15.25,24.65,85.48,15.23,29.15
1737,2961.41,63.56,15.44,25.03,85.52,15.23,29.26
1738,2944.26,62.6,16.29,23.89,85.51,15.18,29.35
1739,2934.51,60.6,16.51,24.3,85.52,15.19,29.26
1740,2894.5,59.87,16.22,24.78,85.53,15.25,29.03
1741,2826.29,58.19,14.99,25.46,85.54,15.14,29.08
1742,2805.51,57.38,16.39,25.52,85.54,15.2,29.21
1743,2788.59,55.77,15.75,25.09,85.49,15.21,29.3
1744,2738.49,54.71,15.2,22.9,85.53,15.21,29.25
1745,2706.27,55.69,15.55,29.61,85.51,15.08,29.38
1746,2643.31,56.89,16.0,31.65,85.53,15.07,29.17
1747,2635.04,58.08,16.84,32.2,85.55,15.02,29.15
1748,2610.43,59.08,17.44,32.14,85.56,15.04,29.11
1749,2626.22,59.55,16.88,28.11,85.56,15.04,29.24
1750,2640.5,60.51,17.12,31.08,85.57,15.09,29.33
1751,2652.15,61.77,17.92,33.15,85.6,15.09,29.39
1752,2694.35,63.16,17.77,34.97,85.63,15.14,29.25
1753,2712.34,63.76,18.93,31.55,85.63,15.08,29.31
1754,2732.43,65.0,19.15,35.78,85.62,15.13,29.39
1755,2757.07,65.98,20.52,34.96,85.61,15.09,29.27
1756,2760.96,66.21,19.0,30.18,85.64,15.12,29.16
1757,2797.94,66.67,19.39,31.53,85.65,15.16,29.33
1758,2796.23,67.71,18.8,35.67,85.64,15.11,29.28
1759,2827.39,69.08,18.68,37.4,85.64,15.17,29.18
1760,2874.36,69.95,19.55,35.09,85.65,15.21,29.13
1761,2872.47,70.46,19.27,32.36,85.64,15.18,29.15
1762,2868.97,71.36,21.48,36.08,85.65,15.25,29.12
1763,2876.87,72.49,21.95,37.58,85.69,15.27,28.96
1764,2946.86,73.89,21.55,40.86,85.7,15.3,29.1
1765,2896.9,75.29,22.19,40.67,85.68,15.27,29.19
1766,2842.88,75.71,21.68,34.85,85.71,15.22,29.12
1767,2829.89,76.45,22.25,36.3,85.74,15.29,29.13
1768,2758.44,76.98,21.76,34.15,85.77,15.19,29.14
1769,2733.55,77.53,21.9,34.01,85.79,15.11,29.14
1770,2761.15,78.08,21.87,34.34,85.84,15.26,29.16
1771,2742.56,79.47,22.2,38.82,85.86,15.22,29.06
1772,2741.78,79.87,22.77,32.53,85.93,15.22,29.02
1773,2755.27,80.9,21.34,35.95,85.96,15.18,28.99
1774,2769.81,81.71,21.48,35.08,86.0,15.21,28.95
1775,2770.13,82.98,21.21,37.7,86.0,15.21,29.11
1776,2793.22,83.44,20.06,32.34,85.99,15.17,29.08
1777,2836.54,85.0,20.01,38.18,86.0,15.31,29.12
1778,2827.63,86.06,19.91,35.63,86.01,15.27,28.92
1779,2832.86,86.49,19.81,32.46,86.01,15.38,28.93
1780,2849.02,87.62,20.56,37.76,86.02,15.28,29.01
1781,2881.36,88.22,21.13,34.99,86.02,15.25,29.05
1782,2897.5,88.64,20.81,33.39,86.02,15.28,28.79
1783,2911.25,89.38,22.29,35.67,86.04,15.24,28.79
1784,2896.04,89.79,21.89,33.58,86.04,15.23,28.87
1785,2891.22,89.96,20.16,31.41,86.05,15.18,29.04
1786,2914.78,90.34,19.99,32.1,86.03,15.12,29.03
1787,2922.48,90.72,20.16,30.96,86.04,15.28,28.8
1788,2932.56,90.92,17.58,28.67,86.05,15.28,28.74
1789,2948.13,91.17,18.86,29.41,86.04,15.24,28.71
1790,3010.25,91.31,18.92,29.47,86.05,15.24,28.73
1791,3008.51,91.66,18.24,30.26,86.05,15.24,28.52
1792,3044.83,91.76,17.65,28.57,86.05,15.2,28.52
1793,3075.19,91.76,18.46,28.65,86.05,15.2,28.66
1794,3091.07,91.59,19.27,30.27,86.07,15.24,28.62
1795,3071.69,91.58,18.78,29.88,86.07,15.28,28.71
1796,3074.12,91.54,17.78,28.38,86.1,15.3,28.58
1797,3066.39,91.72,18.15,29.18,86.08,15.29,28.46
1798,3107.51,91.61,18.55,29.88,86.09,15.28,28.59
1799,3111.28,91.59,19.1,31.18,86.08,15.33,28.61
1800,3096.77,90.05,18.67,31.43,86.09,15.31,28.64
1801,3118.52,88.4,18.61,31.76,86.11,15.28,28.58
1802,3091.33,87.4,18.65,31.95,86.09,15.34,28.6
1803,3080.8,85.88,19.42,31.71,86.11,15.45,28.51
1804,3070.15,84.46,20.38,32.39,86.16,15.33,28.64
1805,3050.41,83.38,21.44,33.1,86.17,15.4,28.83
1806,3019.04,81.8,22.13,33.48,86.17,15.24,28.9
1807,3007.2,80.7,23.14,33.03,86.17,15.24,28.86
1808,2963.79,79.57,23.39,32.39,86.18,15.25,28.66
1809,2955.3,78.0,22.3,31.16,86.17,15.19,28.57
1810,2914.33,76.26,22.99,31.69,86.2,15.11,28.66
1811,2907.14,75.25,21.27,30.97,86.17,15.18,28.52
1812,2956.53,73.52,22.69,31.68,86.19,15.23,28.52
1813,2986.5,72.9,21.28,31.47,86.22,15.25,28.6
1814,2996.88,72.21,21.49,30.31,86.25,15.3,28.75
1815,3023.34,70.67,22.1,31.05,86.28,15.34,28.74
1816,3027.99,68.89,21.82,30.25,86.28,15.32,28.74
1817,2949.89,67.55,19.55,28.47,86.31,15.29,28.8
1818,2921.32,65.62,18.35,27.01,86.33,15.18,28.78
1819,2907.98,63.71,18.29,26.77,86.36,15.26,28.74
1820,2891.94,62.15,18.42,26.52,86.39,15.24,28.72
1821,2883.0,61.36,17.88,25.15,86.4,15.12,28.78
1822,2884.13,59.54,17.56,23.59,86.4,15.23,29.02
1823,2860.88,58.48,16.03,22.79,86.45,15.15,29.09
1824,2783.44,57.51,17.22,23.54,86.42,15.1,29.16
1825,2754.29,55.83,16.55,23.6,86.42,15.05,29.1
1826,2743.99,54.57,16.85,24.32,86.4,15.06,29.18
1827,2705.84,52.87,17.59,24.11,86.41,15.02,29.18
1828,2669.47,51.79,16.18,23.05,86.42,15.01,29.19
1829,2617.66,50.36,15.92,22.51,86.42,14.99,29.25
1830,2669.48,48.57,15.78,23.13,86.41,15.11,29.29
1831,2681.75,47.44,15.2,24.02,86.4,15.16,29.5
1832,2700.2,45.52,15.6,23.62,86.41,15.18,29.58
1833,2702.23,43.73,14.65,22.82,86.41,15.26,29.69
1834,2686.57,42.04,14.34,22.44,86.43,15.21,29.77
1835,2674.0,40.78,13.7,21.77,86.42,15.15,29.91
1836,2654.47,40.2,15.28,21.77,86.43,15.17,29.78
1837,2653.52,39.32,14.29,21.2,86.45,15.14,29.88
1838,2637.94,38.84,14.52,20.6,86.47,15.12,29.84
1839,2629.78,38.47,15.55,21.5,86.48,15.03,29.75
1840,2584.63,38.19,14.31,21.89,86.48,15.13,29.77
1841,2542.79,37.98,14.0,21.28,86.5,15.07,29.86
1842,2523.1,37.85,12.86,21.92,86.49,15.08,29.78
1843,2518.43,37.73,11.0,20.97,86.49,15.06,29.68
1844,2509.06,37.6,10.31,20.02,86.5,14.96,29.64
1845,2473.55,37.33,9.86,20.09,86.54,14.93,29.54
1846,2472.2,37.16,9.5,19.15,86.53,14.89,29.61
1847,2443.05,37.2,9.36,19.62,86.52,14.91,29.86
1848,2443.61,37.18,9.46,19.53,86.53,14.87,29.86
1849,2435.98,37.15,8.59,18.78,86.56,14.9,29.81
1850,2419.09,37.13,9.04,18.44,86.57,14.92,29.66
1851,2397.56,36.97,10.14,18.07,86.58,14.85,29.63
1852,2392.09,36.9,11.22,19.23,86.61,14.88,29.53
1853,2385.46,36.76,10.91,18.87,86.58,14.89,29.59
1854,2358.31,36.93,11.65,20.27,86.6,14.9,29.64
1855,2367.75,36.98,10.99,19.29,86.6,14.87,29.57
1856,2387.69,37.1,10.71,19.53,86.62,14.88,29.73
1857,2398.25,36.94,10.98,19.16,86.64,14.94,29.69
1858,2394.94,36.69,10.64,19.33,86.65,14.86,29.68
1859,2376.41,36.68,9.59,18.89,86.65,14.86,29.68
1860,2371.4,36.56,10.32,18.94,86.65,14.93,29.77
1861,2361.48,36.53,9.65,17.79,86.68,14.91,29.83
1862,2357.55,36.48,9.29,17.19,86.69,14.9,29.9
1863,2368.99,36.2,10.22,17.39,86.7,14.95,30.01
