timestamp,frame_id,product_id,variant,sensor_source,sensor_name,rpm,torque_nm,air_temp_c,process_temp_c,temp_diff_c,tool_wear_min,frequency_hz,decibels,is_anomaly,failure_type
2026-09-07T12:12:20Z,741,M15600,M,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1450.0,46.9,23.75,35.25,11.5,186,280.2,61.2,0,normal
2026-09-07T12:12:21Z,742,L47921,L,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1513.0,38.8,23.75,35.15,11.4,189,299.5,60.1,0,normal
2026-09-07T12:12:22Z,743,L47922,L,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1643.0,34.7,23.65,35.05,11.4,191,332.9,59.8,0,normal
2026-09-07T12:12:23Z,744,L47923,L,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1361.0,53.8,23.65,35.05,11.4,193,282.9,61.2,0,normal
2026-09-07T12:12:24Z,745,L47924,L,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1450.0,40.9,23.55,34.95,11.4,195,304.4,59.9,0,normal
2026-09-07T12:12:25Z,746,L47925,L,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1451.0,50.7,23.55,34.85,11.3,197,304.8,61.1,0,normal
2026-09-07T12:12:26Z,747,L47926,L,SENSOR_TORQUE_TRANSDUCER,Drivetrain Mechanical Torque Strain Gauge,1289.0,62.0,23.65,34.95,11.3,199,2500.0,77.1,1,overstrain_failure
2026-09-07T12:12:27Z,748,L47927,L,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1356.0,48.3,23.65,34.95,11.3,201,276.3,61.1,0,normal
2026-09-07T12:12:28Z,749,H30162,H,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1528.0,46.3,23.55,34.95,11.4,203,303.4,61.7,0,normal
2026-09-07T12:12:29Z,750,L47929,L,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1978.0,22.3,23.45,34.85,11.4,208,386.5,60.4,0,normal
2026-09-07T12:12:30Z,751,L47930,L,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1535.0,36.8,23.55,34.85,11.3,210,293.3,61.2,0,normal
2026-09-07T12:12:31Z,752,M15611,M,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1843.0,24.2,23.65,34.95,11.3,212,353.6,60.9,0,normal
2026-09-07T12:12:32Z,753,L47932,L,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1422.0,48.7,23.75,34.95,11.2,215,271.9,62.9,0,normal
2026-09-07T12:12:33Z,754,L47933,L,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1536.0,40.4,23.65,34.85,11.2,217,300.1,62.4,0,normal
2026-09-07T12:12:34Z,755,M15614,M,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1483.0,44.3,23.75,34.95,11.2,219,296.7,62.8,0,normal
2026-09-07T12:12:35Z,756,H30169,H,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1492.0,43.7,23.65,34.95,11.3,222,305.7,62.7,0,normal
2026-09-07T12:12:36Z,757,L47936,L,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1584.0,40.4,23.65,34.85,11.2,227,329.5,62.4,0,normal
2026-09-07T12:12:37Z,758,L47937,L,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1555.0,33.7,23.75,34.95,11.2,229,326.0,61.2,0,normal
2026-09-07T12:12:38Z,759,L47938,L,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1497.0,41.7,23.65,34.85,11.2,231,313.0,61.7,0,normal
2026-09-07T12:12:39Z,760,M15619,M,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1537.0,36.3,23.55,34.65,11.1,233,316.3,60.8,0,normal
2026-09-07T12:12:40Z,761,L47940,L,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1505.0,39.4,23.55,34.65,11.1,236,303.0,60.7,0,normal
2026-09-07T12:12:41Z,762,L47941,L,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1646.0,34.6,23.55,34.65,11.1,238,323.8,60.2,0,normal
2026-09-07T12:12:42Z,763,M15622,M,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1286.0,60.5,23.55,34.65,11.1,0,245.8,62.0,0,normal
2026-09-07T12:12:43Z,764,L47943,L,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1400.0,47.5,23.55,34.65,11.1,3,265.3,60.6,0,normal
2026-09-07T12:12:44Z,765,L47944,L,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1337.0,56.5,23.65,34.75,11.1,5,253.1,61.4,0,normal
2026-09-07T12:12:45Z,766,L47945,L,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1332.0,53.9,23.75,34.85,11.1,7,255.9,61.1,0,normal
2026-09-07T12:12:46Z,767,L47946,L,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1561.0,38.3,23.65,34.85,11.2,9,308.1,60.0,0,normal
2026-09-07T12:12:47Z,768,L47947,L,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1546.0,31.1,23.75,34.85,11.1,11,312.6,59.3,0,normal
2026-09-07T12:12:48Z,769,L47948,L,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1713.0,29.3,23.75,34.85,11.1,13,352.6,59.8,0,normal
2026-09-07T12:12:49Z,770,L47949,L,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1343.0,44.5,23.75,34.85,11.1,15,282.7,60.9,0,normal
2026-09-07T12:12:50Z,771,L47950,L,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1391.0,54.4,23.65,34.85,11.2,17,293.0,62.6,0,normal
2026-09-07T12:12:51Z,772,H30185,H,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1311.0,58.6,23.65,34.85,11.2,19,274.1,63.2,0,normal
2026-09-07T12:12:52Z,773,H30186,H,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1453.0,51.0,23.65,34.85,11.2,24,296.7,63.0,0,normal
2026-09-07T12:12:53Z,774,L47953,L,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1510.0,39.4,23.65,34.85,11.2,29,300.7,62.0,0,normal
2026-09-07T12:12:54Z,775,L47954,L,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1448.0,48.8,23.65,34.75,11.1,31,281.3,63.1,0,normal
2026-09-07T12:12:55Z,776,L47955,L,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1453.0,46.0,23.55,34.65,11.1,33,277.3,62.9,0,normal
2026-09-07T12:12:56Z,777,L47956,L,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1468.0,39.2,23.55,34.65,11.1,35,278.6,62.0,0,normal
2026-09-07T12:12:57Z,778,L47957,L,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1382.0,47.5,23.55,34.65,11.1,37,263.3,62.6,0,normal
2026-09-07T12:12:58Z,779,L47958,L,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1580.0,32.2,23.55,34.85,11.3,39,308.1,61.1,0,normal
2026-09-07T12:12:59Z,780,L47959,L,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1666.0,29.8,23.65,34.85,11.2,41,332.3,60.7,0,normal
2026-09-07T12:13:00Z,781,M15640,M,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1409.0,50.7,23.75,34.85,11.1,43,288.2,62.2,0,normal
2026-09-07T12:13:01Z,782,L47961,L,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1675.0,29.7,23.65,34.85,11.2,46,347.1,60.1,0,normal
2026-09-07T12:13:02Z,783,L47962,L,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1698.0,30.8,23.65,34.75,11.1,48,354.5,59.9,0,normal
2026-09-07T12:13:03Z,784,H30197,H,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1579.0,33.4,23.55,34.75,11.2,50,329.8,59.6,0,normal
2026-09-07T12:13:04Z,785,L47964,L,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1743.0,27.9,23.55,34.75,11.2,55,358.3,59.2,0,normal
2026-09-07T12:13:05Z,786,M15645,M,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1497.0,44.8,23.75,34.85,11.1,57,302.4,60.5,0,normal
2026-09-07T12:13:06Z,787,L47966,L,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1741.0,28.8,23.75,34.95,11.2,60,343.8,59.2,0,normal
2026-09-07T12:13:07Z,788,L47967,L,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1435.0,45.3,23.75,34.95,11.2,62,276.2,60.5,0,normal
2026-09-07T12:13:08Z,789,M15648,M,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1440.0,46.3,23.75,34.95,11.2,64,273.5,60.8,0,normal
2026-09-07T12:13:09Z,790,M15649,M,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1641.0,33.3,23.75,34.85,11.1,67,313.6,60.1,0,normal
2026-09-07T12:13:10Z,791,L47970,L,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1420.0,45.4,23.65,34.75,11.1,70,272.8,61.3,0,normal
2026-09-07T12:13:11Z,792,L47971,L,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1611.0,35.4,23.65,34.75,11.1,72,317.2,61.0,0,normal
2026-09-07T12:13:12Z,793,L47972,L,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1373.0,42.9,23.65,34.65,11.0,74,277.0,61.5,0,normal
2026-09-07T12:13:13Z,794,M15653,M,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1683.0,31.8,23.65,34.75,11.1,76,345.8,61.4,0,normal
2026-09-07T12:13:14Z,795,H30208,H,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1547.0,32.6,23.75,34.75,11.0,79,323.1,61.3,0,normal
2026-09-07T12:13:15Z,796,L47975,L,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1605.0,37.0,23.75,34.65,10.9,84,335.9,62.2,0,normal
2026-09-07T12:13:16Z,797,M15656,M,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,2010.0,18.9,23.75,34.75,11.0,86,414.5,61.2,0,normal
2026-09-07T12:13:17Z,798,L47977,L,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1565.0,40.1,23.65,34.55,10.9,89,320.0,62.4,0,normal
2026-09-07T12:13:18Z,799,M15658,M,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1828.0,24.6,23.75,34.65,10.9,91,365.3,61.1,0,normal
2026-09-07T12:13:19Z,800,M15659,M,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1579.0,34.1,23.85,34.65,10.8,94,308.4,61.3,0,normal
2026-09-07T12:13:20Z,801,M15660,M,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1882.0,24.2,23.85,34.75,10.9,97,363.6,60.7,0,normal
2026-09-07T12:13:21Z,802,L47981,L,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1285.0,52.1,23.75,34.65,10.9,100,242.0,62.0,0,normal
2026-09-07T12:13:22Z,803,L47982,L,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1571.0,35.0,23.75,34.65,10.9,102,300.7,60.4,0,normal
2026-09-07T12:13:23Z,804,H30217,H,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1549.0,37.8,23.75,34.65,10.9,104,301.0,60.3,0,normal
2026-09-07T12:13:24Z,805,M15664,M,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1544.0,37.6,23.75,34.65,10.9,109,306.9,60.0,0,normal
2026-09-07T12:13:25Z,806,M15665,M,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1412.0,47.4,23.85,34.75,10.9,112,287.9,60.6,0,normal
2026-09-07T12:13:26Z,807,M15666,M,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1422.0,53.0,23.85,34.75,10.9,115,295.9,61.2,0,normal
2026-09-07T12:13:27Z,808,L47987,L,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1867.0,22.8,23.85,34.55,10.7,118,388.1,58.9,0,normal
2026-09-07T12:13:28Z,809,L47988,L,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1424.0,43.3,23.75,34.55,10.8,120,299.1,60.2,0,normal
2026-09-07T12:13:29Z,810,L47989,L,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1452.0,45.7,23.75,34.45,10.7,122,300.8,60.8,0,normal
2026-09-07T12:13:30Z,811,L47990,L,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1550.0,39.7,23.75,34.55,10.8,124,313.9,60.6,0,normal
2026-09-07T12:13:31Z,812,L47991,L,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1588.0,37.6,23.65,34.45,10.8,126,314.1,60.8,0,normal
2026-09-07T12:13:32Z,813,L47992,L,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1338.0,44.4,23.65,34.45,10.8,128,257.5,61.3,0,normal
2026-09-07T12:13:33Z,814,L47993,L,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1513.0,40.0,23.65,34.45,10.8,130,288.4,61.6,0,normal
2026-09-07T12:13:34Z,815,M15674,M,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1470.0,45.9,23.65,34.35,10.7,132,279.2,62.5,0,normal
2026-09-07T12:13:35Z,816,M15675,M,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1516.0,36.7,23.65,34.35,10.7,135,291.4,61.8,0,normal
2026-09-07T12:13:36Z,817,L47996,L,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1434.0,48.3,23.65,34.45,10.8,138,280.9,63.1,0,normal
2026-09-07T12:13:37Z,818,L47997,L,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1368.0,52.0,23.65,34.45,10.8,140,275.0,63.3,0,normal
2026-09-07T12:13:38Z,819,L47998,L,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1304.0,48.7,23.65,34.45,10.8,142,269.2,62.7,0,normal
2026-09-07T12:13:39Z,820,L47999,L,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1398.0,46.7,23.65,34.45,10.8,144,292.9,62.5,0,normal
2026-09-07T12:13:40Z,821,L48000,L,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1516.0,37.4,23.55,34.45,10.9,146,318.2,61.5,0,normal
2026-09-07T12:13:41Z,822,L48001,L,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1474.0,41.7,23.55,34.45,10.9,148,307.8,61.6,0,normal
2026-09-07T12:13:42Z,823,M15682,M,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1547.0,34.7,23.55,34.45,10.9,150,317.2,60.6,0,normal
2026-09-07T12:13:43Z,824,M15683,M,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1482.0,39.9,23.45,34.35,10.9,153,297.1,60.7,0,normal
2026-09-07T12:13:44Z,825,L48004,L,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1436.0,42.8,23.45,34.25,10.8,156,280.7,60.6,0,normal
2026-09-07T12:13:45Z,826,L48005,L,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1474.0,40.0,23.45,34.15,10.7,158,282.6,60.1,0,normal
2026-09-07T12:13:46Z,827,L48006,L,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1481.0,38.2,23.35,34.05,10.7,160,281.3,59.7,0,normal
2026-09-07T12:13:47Z,828,L48007,L,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1501.0,42.1,23.35,34.15,10.8,162,286.3,60.1,0,normal
2026-09-07T12:13:48Z,829,L48008,L,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1566.0,37.2,23.35,34.15,10.8,164,303.6,59.8,0,normal
2026-09-07T12:13:49Z,830,L48009,L,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1579.0,34.5,23.35,34.15,10.8,166,313.0,59.6,0,normal
2026-09-07T12:13:50Z,831,L48010,L,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1631.0,35.0,23.45,34.25,10.8,168,330.8,60.0,0,normal
2026-09-07T12:13:51Z,832,M15691,M,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1544.0,42.3,23.45,34.25,10.8,170,319.7,61.0,0,normal
2026-09-07T12:13:52Z,833,L48012,L,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1521.0,38.6,23.45,34.25,10.8,173,318.7,60.8,0,normal
2026-09-07T12:13:53Z,834,L48013,L,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1616.0,28.0,23.45,34.25,10.8,175,337.8,60.1,0,normal
2026-09-07T12:13:54Z,835,H30248,H,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1333.0,50.2,23.45,34.25,10.8,177,277.7,62.3,0,normal
2026-09-07T12:13:55Z,836,M15695,M,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1533.0,32.5,23.55,34.25,10.7,182,311.5,61.1,0,normal
2026-09-07T12:13:56Z,837,L48016,L,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1368.0,45.1,23.45,34.25,10.8,185,271.1,62.4,0,normal
2026-09-07T12:13:57Z,838,L48017,L,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1465.0,47.8,23.45,34.25,10.8,187,283.7,63.1,0,normal
2026-09-07T12:13:58Z,839,H30252,H,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1406.0,41.5,23.45,34.25,10.8,189,267.4,62.2,0,normal
2026-09-07T12:13:59Z,840,M15699,M,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1565.0,43.5,23.35,34.25,10.9,194,298.1,62.8,0,normal
2026-09-07T12:14:00Z,841,L48020,L,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1582.0,37.9,23.45,34.35,10.9,197,304.0,62.0,0,normal
2026-09-07T12:14:01Z,842,L48021,L,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1439.0,45.5,23.45,34.35,10.9,199,281.0,62.2,0,normal
2026-09-07T12:14:02Z,843,M15702,M,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1566.0,35.0,23.45,34.35,10.9,201,313.6,61.0,0,normal
2026-09-07T12:14:03Z,844,L48023,L,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1485.0,42.7,23.45,34.35,10.9,204,304.5,61.4,0,normal
2026-09-07T12:14:04Z,845,L48024,L,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1566.0,35.1,23.35,34.35,11.0,206,326.0,60.3,0,normal
2026-09-07T12:14:05Z,846,L48025,L,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1439.0,41.5,23.15,34.15,11.0,208,302.8,60.4,0,normal
2026-09-07T12:14:06Z,847,M15706,M,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1416.0,50.0,23.25,34.25,11.0,210,296.7,61.1,0,normal
2026-09-07T12:14:07Z,848,L48027,L,SENSOR_POWER_INVERTER,Inverter DC Bus Current & Voltage Monitor,2833.0,5.6,23.25,34.25,11.0,213,1249.9,69.8,1,power_failure
2026-09-07T12:14:08Z,849,L48028,L,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1465.0,47.1,23.15,34.25,11.1,215,294.7,60.6,0,normal
2026-09-07T12:14:09Z,850,H30263,H,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1586.0,35.5,23.25,34.25,11.0,0,311.6,59.6,0,normal
2026-09-07T12:14:10Z,851,L48030,L,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1567.0,31.4,23.15,34.15,11.0,5,301.8,59.2,0,normal
2026-09-07T12:14:11Z,852,M15711,M,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1389.0,48.6,23.05,34.05,11.0,7,263.1,61.0,0,normal
2026-09-07T12:14:12Z,853,M15712,M,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1368.0,49.5,23.15,34.15,11.0,10,259.3,61.3,0,normal
2026-09-07T12:14:13Z,854,L48033,L,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1444.0,49.0,23.15,34.15,11.0,13,278.5,61.8,0,normal
2026-09-07T12:14:14Z,855,M15714,M,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1498.0,41.6,23.15,34.15,11.0,15,295.8,61.5,0,normal
2026-09-07T12:14:15Z,856,L48035,L,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1615.0,30.8,22.95,34.05,11.1,18,326.6,60.8,0,normal
2026-09-07T12:14:16Z,857,L48036,L,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1898.0,22.7,22.95,33.95,11.0,20,389.8,61.0,0,normal
2026-09-07T12:14:17Z,858,M15717,M,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1350.0,53.3,22.95,33.95,11.0,22,284.2,63.3,0,normal
2026-09-07T12:14:18Z,859,M15718,M,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1516.0,37.6,23.05,33.85,10.8,25,318.0,62.0,0,normal
2026-09-07T12:14:19Z,860,H30273,H,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1542.0,40.6,23.05,33.85,10.8,28,320.1,62.5,0,normal
2026-09-07T12:14:20Z,861,H30274,H,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1541.0,32.6,22.95,33.75,10.8,33,314.0,61.4,0,normal
2026-09-07T12:14:21Z,862,M15721,M,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1951.0,23.3,22.95,33.75,10.8,38,388.7,61.3,0,normal
2026-09-07T12:14:22Z,863,H30276,H,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1645.0,31.0,22.95,33.65,10.7,41,320.5,61.1,0,normal
2026-09-07T12:14:23Z,864,L48043,L,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1416.0,44.2,22.85,33.55,10.7,46,269.8,61.7,0,normal
2026-09-07T12:14:24Z,865,M15724,M,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,2044.0,22.3,22.85,33.55,10.7,48,393.8,60.5,0,normal
2026-09-07T12:14:25Z,866,L48045,L,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1414.0,50.2,22.75,33.45,10.7,51,269.9,61.7,0,normal
2026-09-07T12:14:26Z,867,L48046,L,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1678.0,26.7,22.75,33.45,10.7,53,327.9,59.3,0,normal
2026-09-07T12:14:27Z,868,H30281,H,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1594.0,33.2,22.75,33.35,10.6,55,318.2,59.6,0,normal
2026-09-07T12:14:28Z,869,M15728,M,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1514.0,37.7,22.65,33.35,10.7,60,309.5,59.7,0,normal
2026-09-07T12:14:29Z,870,L48049,L,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1358.0,49.2,22.65,33.35,10.7,63,283.9,60.6,0,normal
2026-09-07T12:14:30Z,871,L48050,L,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1325.0,56.2,22.65,33.25,10.6,65,279.9,61.4,0,normal
2026-09-07T12:14:31Z,872,L48051,L,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1339.0,53.2,22.65,33.25,10.6,67,281.7,61.2,0,normal
2026-09-07T12:14:32Z,873,M15732,M,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1335.0,51.7,22.65,33.25,10.6,69,276.4,61.2,0,normal
2026-09-07T12:14:33Z,874,L48053,L,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1892.0,21.7,22.75,33.25,10.5,72,381.1,59.5,0,normal
2026-09-07T12:14:34Z,875,L48054,L,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1575.0,28.5,22.75,33.25,10.5,74,310.3,59.8,0,normal
2026-09-07T12:14:35Z,876,M15735,M,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1444.0,45.5,22.65,33.15,10.5,76,277.8,61.8,0,normal
2026-09-07T12:14:36Z,877,L48056,L,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1915.0,22.4,22.55,33.15,10.6,79,368.5,60.7,0,normal
2026-09-07T12:14:37Z,878,M15737,M,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1584.0,33.6,22.45,33.05,10.6,81,302.3,61.4,0,normal
2026-09-07T12:14:38Z,879,M15738,M,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1685.0,34.9,22.55,33.15,10.6,84,326.0,62.1,0,normal
2026-09-07T12:14:39Z,880,L48059,L,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1337.0,54.6,22.65,33.15,10.5,87,262.6,63.5,0,normal
2026-09-07T12:14:40Z,881,M15740,M,SENSOR_POWER_INVERTER,Inverter DC Bus Current & Voltage Monitor,1235.0,76.2,22.65,33.15,10.5,89,770.5,73.7,1,power_failure
2026-09-07T12:14:41Z,882,L48061,L,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1464.0,46.2,22.55,33.05,10.5,92,302.2,62.8,0,normal
2026-09-07T12:14:42Z,883,M15742,M,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1739.0,25.9,22.55,33.05,10.5,94,361.7,61.0,0,normal
2026-09-07T12:14:43Z,884,L48063,L,SENSOR_TELEMETRY_BUS,Standard Multi-Sensor Telemetry Array,1490.0,34.3,22.55,33.15,10.6,97,312.9,61.0,0,normal
